🕘️更新时间,#genre#
劲爆体育,http://58.46.29.253:9999/tsfile/live/1113_1.m3u8
劲爆体育,http://8.218.84.3:8885/live/NlAhgdR475_p9pHeKE1G1rILoVl18Qqe36jUsiWqY5S26LQzNA-82o0LSiNo13OG0TjnHint92FaGOdQKWbGgIqMxjYHJKfKmz5-sDiesmTbAxE-GePCEhWtmcc34I1qpRF-7LjmYkvzb6Z031xjMJ9oqMvNwqQk-mVldD0G6Jso-oleU3z0vdP5jZk5oHwysitVUXSTbua0xNvBg3gp7kGtcMQsyg_Kg-hfWgLQr5eOhIy4zHbYYag-td6NcatUaPE49DgqVaZv5CGKGGVfVg.m3u8?u=1757123819
劲爆体育,http://t.061899.xyz/tl/tl.php?id=jbty
爱体育,http://146.235.213.45:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
爱体育,http://home.wwang.pw:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772574002&key=50460f1358da050a01eb1ad72611395a
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772617854&key=b378bd18c90cc228cabd627584ea9937
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772660450&key=9924fb6076adf1a23a0d38108eec3260
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772704559&key=f5586e963eaf1223d3f6f36ab1c715fe
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772746968&key=3b39c23473726979e9442beae8e434e5
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772790592&key=1f0e6726e52f36c87b5deb849c858b94
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772832962&key=41d26aaa2268dbb32bcc1e17e825a177
广州竞赛,https://live-cdn-v01.lalifeier.eu.org/gztv/jingsai.m3u8?t=1772876173&key=733b48d7e4dfe79c5f531bc8f1234c0a
福建体育,http://117.27.190.42:9998/tsfile/live/23291_1.m3u8
辽宁体育,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8
辽宁体育,http://fxgm.fxjf.work:19901/tsfile/live/1003_1.m3u8
山东体育,http://61.156.228.12:8154/tsfile/live/1006_1.m3u8
山东体育,http://123.130.84.106:8154/tsfile/live/1006_1.m3u8
山东体育,http://58.57.40.22:9901/tsfile/live/1020_1.m3u8
山东体育,http://222.173.108.238:352/tsfile/live/1000_1.m3u8
山东体育,http://222.134.245.16:9901/tsfile/live/1006_1.m3u8
江苏体育,http://43.251.226.89:8080/play/1030.m3u8
江苏体育,http://43.251.226.89:8080/play/510.m3u8
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772574002&key=4d220d039e993a4e2f0954489c626011
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772617854&key=c9c202b429d5585c3009b99fecb81518
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772660450&key=e91232439aefd3a4eabc2fceeaf79583
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772704559&key=7ebcc025eb9a4f8e52b628d9fcee0b08
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772746968&key=1b16c2c96e81ec284b9e580f14b49d59
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772790592&key=014743c5d808182d6c4eb7361e8acae1
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772832962&key=885589e18c61608fe3a7e71a703b57b8
江苏体育,https://live-cdn-v01.lalifeier.eu.org/jstv/jsty.m3u8?t=1772876173&key=4686bcc3c2641b61f0151a2c795208bd
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772574002&key=acb9f85dbf702b357fec556222ec7487
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772617854&key=ca0e2df73a752c3d583b823ddddd54c3
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772660450&key=3a4c96ea42f7de812e60f490ce92fa97
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772704559&key=b3ea6b816e9bcb3336e7855136f2a712
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772746968&key=c8710a95881b9d0696a26f47365438f7
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772790592&key=9ca36a7ecc9c8f862adfc329e4988641
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772832962&key=5d126d2b35b92f5b985aed593639712f
安徽综艺体育,https://live-cdn-v01.lalifeier.eu.org/ahtv/ahzyty.m3u8?t=1772876173&key=6329909d4e6474e6b446dc801cd092c0
睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
睛彩篮球,http://home.wwang.pw:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
睛彩篮球,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227158/index.m3u8
睛彩广场舞,http://111.22.153.159:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
睛彩广场舞,http://dsj.motem.top:8880/itv/3000000020000011523.m3u8?cdn=FifastbLive
睛彩广场舞,http://missyao.com:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
睛彩广场舞,https://iptv.catvod.com/live.php?id=%E7%9D%9B%E5%BD%A9%E5%B9%BF%E5%9C%BA%E8%88%9E
睛彩广场舞,http://home.wwang.pw:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
睛彩广场舞,239.3.1.128:8001
睛彩广场舞,http://111.22.153.159:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
风云足球,http://27.41.245.32:801/hls/906/index.m3u8
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
风云足球,http://222.173.108.238:352/tsfile/live/0119_1.m3u8
风云足球,http://119.125.104.73:9901/tsfile/live/1094_1.m3u8
风云足球,http://115.150.63.77:9902/tsfile/live/1028_1.m3u8
风云足球,http://113.195.4.227:9901/tsfile/live/1049_1.m3u8
风云足球,http://8.218.84.3:8885/live/NlAhgdR475_p9pHeKE1G1rILoVl18Qqe36jUsiWqY5S26LQzNA-82o0LSiNo13OGfqrKp1pb9Avavqe9Gh3Dcb62y6honWAM-APBya29-k2C5G7obASCmOc9MAWffM2sf1Fxfe3QUmPiBgHfmjUYgbpkEenn9J69jsSBy7UT68wf6BbtyAwTJn7flu4fJmY_TRndiK7YE1ARFCg2PC0-ArGv4gRidE0FYBXDiKtgb0foN026JN5RIuXCxPl80uxDaVCFKqSvOgpShdJKLYP9FQ.m3u8?u=1757123819
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8
魅力足球,http://www.wmviv.com/iptv/bc2t.php?id=mlzq
魅力足球,http://111.22.153.159:35455/itv/5000000011000031207.m3u8?cdn=bestzb
魅力足球,http://115.150.63.77:9902/tsfile/live/1030_1.m3u8
魅力足球,http://t.061899.xyz/tl/tl.php?id=mlzq


🪁动画频道,#genre#
少儿动画,http://1b6467f415.iok.la:9931/tsfile/live/1057_1.m3u8
少儿动画,http://121.24.98.127:8090/hls/105/index.m3u8
少儿动画,http://183.66.15.146:60901/tsfile/live/0140_2.m3u8
少儿动画,http://183.66.13.82:60033/tsfile/live/0140_2.m3u8
少儿动画,http://171.110.42.239:8181/tsfile/live/1072_1.m3u8
少儿动画,http://222.217.230.192:8181/tsfile/live/1072_1.m3u8
少儿动画,http://163.177.122.122:9901/tsfile/live/1042_1.m3u8
少儿动画,http://163.177.122.71:9901/tsfile/live/1042_1.m3u8
少儿动画,http://222.217.230.193:8181/tsfile/live/1072_1.m3u8
少儿动画,http://222.217.230.195:8181/tsfile/live/1072_1.m3u8
卡酷动画,javascript://https://gitee.com/mytv-android/mytvJS/raw/main/js/bjtime.js?id=bjkk
卡酷动画,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227456/index.m3u8
卡酷动画,https://cc06.tv12.xyz/29.m3u8
卡酷动画,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8
卡酷动画,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
卡酷动画,http://61.138.128.226:19901/tsfile/live/1017_1.m3u8
卡酷动画,http://60.29.124.66:6080/hls/58/index.m3u8
卡酷动画,http://61.157.139.15:9901/tsfile/live/2418_1.m3u8
卡酷动画,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8
卡酷动画,http://183.66.15.146:60901/tsfile/live/0126_2.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
动漫秀场,http://111.22.153.159:35455/itv/5000000011000031113.m3u8?cdn=bestzb
动漫秀场,http://36.129.204.117:9003//hls/67/index.m3u8
动漫秀场,http://home.wwang.pw:35455/itv/5000000011000031113.m3u8?cdn=bestzb
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,http://221.226.4.10:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
动漫秀场,http://36.105.100.208:35455/itv/5000000011000031113.m3u8?cdn=bestzb
动漫秀场,rtsp://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil
动漫秀场,http://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil/index.m3u8?fmt=ts2hls
爱动漫,http://home.wwang.pw:35455/itv/2000000004000000059.m3u8?cdn=hnbblive
爱动漫,http://146.235.213.45:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
爱动漫,http://home.wwang.pw:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
优漫卡通,http://www.wmviv.com/iptv/bc2t.php?id=ymkt
优漫卡通,http://183.207.249.15/PLTV/4/224/3221225933/index.m3u8
优漫卡通,http://223.110.243.171/PLTV/3/224/3221226982/index.m3u8
优漫卡通,http://110.53.218.182:9902/tsfile/live/1006_1.m3u8
优漫卡通,http://home.wwang.pw:35455/itv/1000000002000010063.m3u8?cdn=ystenlive
优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
优漫卡通,http://36.105.100.208:35455/itv/1000000002000010063.m3u8?cdn=ystenlive
优漫卡通,http://ygbh.live/js.php?id=ymkt
优漫卡通,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2476&tk=a0c4f6cfaba3
优漫卡通,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4218&tk=2aca1ad9a849
金鹰卡通,http://124.228.160.14:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://58.57.40.22:9901/tsfile/live/1059_1.m3u8
金鹰卡通,http://itv.iptv1688.top:2016/itv.php?id=金鹰卡通
金鹰卡通,http://121.33.239.242:9901/tsfile/live/38727_1.m3u8
金鹰卡通,http://223.110.241.149:6610/gitv/live1/G_JINYING/G_JINYING/1.m3u8
金鹰卡通,http://112.25.48.68/live/program/live/jykt/1300000/mnf.m3u8
金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8
金鹰卡通,http://110.80.17.38:9901/tsfile/live/0016_2.m3u8
金鹰卡通,http://111.160.17.2:59901/tsfile/live/0001_33.m3u8
炫动卡通,http://223.110.245.139/PLTV/4/224/3221226388/index.m3u8
炫动卡通,https://zby.130519.xyz/PLTV/11/224/3221226175/index.m3u8
炫动卡通,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227335/index.m3u8
炫动卡通,http://111.22.153.159:35455/itv/5000000011000031123.m3u8?cdn=bestzb
炫动卡通,http://1b6467f415.iok.la:9931/tsfile/live/1056_1.m3u8
炫动卡通,http://120.238.94.10:9901/tsfile/live/1037_1.m3u8
炫动卡通,http://61.138.128.226:19901/tsfile/live/1016_1.m3u8
炫动卡通,http://58.57.40.22:9901/tsfile/live/1061_1.m3u8
炫动卡通,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8
炫动卡通,http://60.12.183.46:9901/tsfile/live/0141_1.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8

浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
浙江少儿,http://183.136.148.214:9901/tsfile/live/1012_1.m3u8

深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772574002&key=8b4e538a5bb809905286e6006a0fe3df
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772617854&key=2e675fa7a9a057821b3146e687260a4d
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772660450&key=3fdbcd59ff826b56793315603e3a5e22
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772704559&key=f10c5ef03d6f35118a7a3588dd13aab9
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772746968&key=730df0b9d8a1c58c226fb42ca6853847
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772790592&key=793f9456d73da1413592a8f1507db55b
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772832962&key=a921b6977bb4229be1bc045e1259cd28
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772876173&key=36d0db4380afb52b7906520af479e2e3
深圳少儿,https://live-cdn-v01.lalifeier.eu.org/sztv/szse.m3u8?t=1772918916&key=465c780d61dcadd7f9b39e4b4a7915b2




